id_pedido,data_pedido,cliente_id,produto_categoria,valor_venda,pagamento,status
437,2023-04-02,179,Eletrônicos,411.53,Boleto,Concluído
438,2023-05-09,108,Casa,25.03,Cartão de Crédito,Concluído
439,2023-11-22,100,Eletrônicos,123.72,Boleto,Concluído
440,2023-03-08,184,Alimentos,402.22,Pix,Concluído
441,2023-03-20,183,Alimentos,259.19,Cartão de Crédito,Cancelado
442,2023-11-25,127,Eletrônicos,321.0,Cartão de Crédito,Concluído
443,2023-03-28,116,Alimentos,164.27,Boleto,Cancelado
444,2023-12-16,120,Moda,356.21,Pix,Concluído
445,2023-08-29,126,Casa,381.55,Boleto,Cancelado
446,2023-01-25,112,Casa,420.52,Cartão de Crédito,Concluído
447,2023-08-08,172,Alimentos,122.77,Pix,Concluído
448,2023-07-18,127,Eletrônicos,451.95,Cartão de Crédito,Concluído
449,2023-12-13,124,Casa,32.86,Boleto,Concluído
450,2023-03-11,189,Casa,121.84,Pix,Concluído
451,2023-05-14,170,Casa,404.57,Cartão de Crédito,Concluído
452,2023-09-22,146,Alimentos,,Boleto,Cancelado
453,2023-12-05,127,Casa,49.82,Pix,Concluído
454,2023-09-30,129,Moda,182.13,Cartão de Crédito,Concluído
455,2023-08-11,185,Alimentos,399.1,Pix,Concluído
456,2023-03-18,181,Alimentos,120.66,Pix,Concluído
457,2023-01-02,119,Moda,37.12,Pix,Cancelado
458,2023-04-17,141,Casa,110.99,Boleto,Cancelado
459,2023-05-11,105,Moda,354.76,Pix,Concluído
460,2023-12-18,124,Casa,198.32,Pix,Concluído
461,2023-12-07,114,Moda,459.3,Boleto,Cancelado
462,2023-04-22,158,Moda,,Cartão de Crédito,Cancelado
463,2023-01-10,108,Casa,479.42,Boleto,Concluído
464,2023-02-14,175,Moda,299.4,Cartão de Crédito,Concluído
465,2023-07-18,115,Alimentos,235.22,Cartão de Crédito,Concluído
466,2023-04-05,133,Casa,20.05,Boleto,Concluído
467,2023-10-12,159,Alimentos,96.19,Pix,Cancelado
468,2023-05-11,163,Eletrônicos,177.43,Cartão de Crédito,Cancelado
469,2023-09-06,181,Eletrônicos,175.01,Cartão de Crédito,Concluído
470,2023-09-30,116,Eletrônicos,286.98,Cartão de Crédito,Cancelado
471,2023-03-27,131,Moda,310.88,Cartão de Crédito,Concluído
472,2023-03-30,170,Eletrônicos,433.72,Cartão de Crédito,Concluído
473,2023-09-16,152,Moda,243.94,Cartão de Crédito,Concluído
474,2023-02-18,163,Alimentos,58.53,Pix,Cancelado
475,2023-09-13,175,Alimentos,197.88,Cartão de Crédito,Concluído
476,2023-05-24,111,Moda,230.59,Cartão de Crédito,Concluído
477,2023-09-21,101,Moda,227.95,Boleto,Concluído
478,2023-08-17,146,Eletrônicos,492.3,Cartão de Crédito,Concluído
479,2023-08-06,178,Alimentos,481.89,Cartão de Crédito,Concluído
480,2023-10-21,124,Moda,330.14,Boleto,Concluído
481,2023-11-01,142,Alimentos,453.26,Cartão de Crédito,Cancelado
482,2023-12-10,161,Eletrônicos,108.26,Boleto,Cancelado
483,2023-10-04,185,Eletrônicos,151.3,Pix,Concluído
484,2023-08-11,139,Alimentos,126.61,Boleto,Concluído
485,2023-03-25,196,Casa,423.71,Boleto,Concluído
486,2023-07-28,194,Moda,156.48,Boleto,Concluído
487,2023-02-06,123,Alimentos,246.81,Boleto,Cancelado
488,2023-04-11,190,Alimentos,342.02,Cartão de Crédito,Concluído
489,2023-12-03,102,Eletrônicos,430.97,Boleto,Concluído
490,2023-11-05,171,Alimentos,379.47,Pix,Concluído
491,2023-03-20,136,Casa,285.04,Boleto,Concluído
492,2023-09-06,102,Moda,284.68,Cartão de Crédito,Cancelado
493,2023-05-23,121,Casa,,Pix,Concluído
494,2023-07-12,185,Alimentos,69.52,Cartão de Crédito,Concluído
495,2023-11-17,145,Alimentos,381.69,Cartão de Crédito,Cancelado
496,2023-04-05,178,Moda,363.6,Boleto,Concluído
497,2023-08-30,125,Casa,456.09,Cartão de Crédito,Cancelado
498,2023-08-28,186,Casa,389.93,Pix,Concluído
499,2023-01-11,153,Eletrônicos,453.29,Boleto,Concluído
500,2023-10-27,155,Moda,137.76,Boleto,Concluído
